PC1,income
-1077.4961963388237,1
-1077.4962013491047,0
-1077.4962028887762,1
-1077.4962077247,0
-1077.496188356512,0
-1077.496201680188,0
-1077.4961742105124,1
-1077.4961896392972,0
6220.493143563647,1
-1077.4962027643992,0
-1077.4962055652159,0
-1077.4961868236269,0
-1079.814632510875,0
13946.481583162906,1
-1077.496215427499,0
-1077.496136074607,1
-1077.4962122696916,0
-1077.4961490898365,0
-1077.4962469028994,0
-1077.4961799228024,1
-1077.4961650962898,1
-1077.496266363132,0
-1077.4962233903402,0
-1077.496168938143,0
-1077.4962158636797,0
6610.492566058116,1
-1077.4962370222859,0
-1077.4961898658141,0
-1077.4962112888481,0
-1077.4962154327302,0
3023.49789623942,0
-1077.4962185117085,0
-1077.4962360317345,0
-1077.4961626623547,0
-1077.4961755609766,1
-1077.496226780926,0
-1077.4961851589424,0
-1077.496200104273,0
-1077.4962504294137,0
-1077.4962165613772,0
-1077.4961858670897,0
-1077.4961484239643,0
-1077.4961914907321,1
-1077.496208664588,0
-1077.4962159329032,0
-1077.496169529912,1
9442.48832649315,1
-1077.4961237985374,1
-1077.4962306828625,0
-1077.4962148064135,0
-1077.4962104165472,0
-1077.4961946450785,1
2025.4994029714658,1
-1077.4962575866855,0
-1077.4961613577045,0
-1077.4962455507286,0
-1077.4962737663375,0
-1077.4962108851307,0
-1077.4961878899544,0
-1077.4962159044173,0
-1077.4962156151714,0
-1077.4961856109153,0
-1077.4961898563322,0
-1077.4961780296048,0
-1077.4961553610904,0
-1077.4962079604722,1
-1077.496160506249,0
-1077.4962226783832,0
-1077.4961957805442,0
6610.492604537999,1
-1077.4961581543844,0
-1077.4962295234288,0
-1077.4962087846297,0
-1077.4961794103494,0
-1077.49619566359,0
-1077.4961949265414,0
1751.4998210089032,0
6610.492563796318,1
-1077.4962456788505,0
-1077.4961855883776,0
-1077.4961972895123,0
-1077.496168924937,0
-1077.4962093700935,0
3787.4967410740182,0
-1077.4961550410694,0
-1077.4962635215013,0
-1077.496242085506,0
-1077.4962157342022,0
-1077.496205763616,0
98921.35422917941,1
-1077.4962148454233,0
-1077.4962346909078,0
-1077.4961817315318,1
-1077.4962159175093,0
-1077.4962331478848,0
7536.491155051479,1
-1077.496245268283,0
-1077.4961757421447,0
-1077.4961811116261,1
-1077.4961754995486,0
-1077.496158345347,0
-1077.4961971488442,1
1899.4995672932753,0
-1077.496189285603,1
-1077.496244917649,0
-1077.4962292367818,0
3856.496697817424,1
-1077.4961887563215,1
-1077.496187857737,1
-1077.4962275167345,0
-1077.4962435980854,0
-1077.4962377086017,0
-1077.496212486457,0
-1077.4961440201148,1
1519.5001344715968,0
-1077.4961960422213,0
-1077.496212657678,1
-1080.267922724974,0
-1077.496205661392,1
-1077.4961958636384,0
6220.493130460445,1
-1077.496216624514,0
6610.492573545935,1
-1077.496195039273,0
-1077.4962182704303,0
-1080.7869610122232,0
6610.4925517518695,1
-1077.4962124075562,0
-483.49690474548305,0
-1077.496207673301,0
-1077.496191746988,0
-1077.4962847309635,0
-1077.4961782405521,0
-1077.4962114970956,0
3308.4974765154393,1
-1077.4961503548964,1
-1077.4962080753285,0
-1077.4962272318548,0
-1080.9166538305394,1
-1077.496231662218,0
-1077.4962044482356,0
-1077.4961834835865,1
-1077.4961988188895,0
-1077.496188690214,0
-1077.4961891082387,1
-1077.4962304208923,0
-1077.4962381344228,0
-1077.4962225589452,0
-1077.4962304891146,0
-1077.4961675240836,1
-1077.496228620661,0
-1077.4962215311211,0
-1077.496213007735,0
-1077.4961686538697,0
-1077.4962309471111,0
-1077.496227056977,0
-1077.4961776888822,1
-1080.7868723057738,1
-1077.4961975646431,0
-1077.4961939371044,0
-1077.4962213876383,0
-1077.4961974498126,0
-1077.4961801960696,0
-1077.49617249059,1
-1077.4962291692573,0
-1077.4961544865089,1
-1081.5430553421972,0
-1077.4961882837238,0
-1077.496196576401,0
-1077.4962181351705,0
-1077.4961790900406,0
-1077.4961811576134,0
-1077.4961871255098,0
-1077.4962010948161,0
5771.4937962284985,0
-1077.4961992847789,0
-1077.496180222154,0
-1077.4962224294054,0
-1080.9166344356424,1
-1077.496194016223,0
-1077.496233464519,0
-1077.4961755737982,0
-1077.4961608725,1
-1077.4962645032413,0
-1077.4961808129585,0
-1077.4962001828171,0
-1077.4961978268625,0
-1077.4962757192277,0
-1077.4961622703581,0
-1077.496224501254,0
-1077.4962250986944,0
-1077.496198187309,0
-1077.4961715831166,0
-1077.496221675675,0
3935.496521272164,0
-1081.3112177167886,0
-1077.4961967791405,0
-1077.4962326813818,0
-1077.4962114568548,0
-1077.4962482557519,1
-1077.4961789172662,0
-1077.4962287063338,0
-1077.4961756573182,0
-1077.496217597311,0
-1077.496244087618,0
-1077.496240482121,0
-1077.4961814629637,0
-1077.496193955757,0
-1077.4962081856072,0
-1077.496222528815,0
-1077.4961530375265,1
-1077.4961508665626,1
-1077.496165488488,0
-1077.496189060384,0
-1077.4961590184719,1
-1080.9166344356124,1
-1077.496199613693,0
-1077.4962650901514,0
-1077.496213695775,0
-1077.4961963986113,0
-1077.4962410046107,0
-1077.4962310933743,0
13006.483006665085,1
-1080.4824061967622,0
-1077.4961806969616,0
-1080.0654759536008,1
6610.492561699381,1
-1077.496181006211,1
-1077.496151555124,0
-1077.496229655023,0
-1077.4961811419887,1
-1077.4962317397562,0
-1077.4961857766025,0
-1077.4962394176957,0
-1077.4961973279721,0
-1077.4962237397579,0
-1077.4962157375185,0
-1077.4962127449853,0
-1077.496193906201,0
-1077.4962176027927,0
-1077.4962489010932,0
-1081.7246463084482,1
-1077.496158407266,1
-1077.4962602989456,0
-1077.496229102075,0
-1077.4961617801357,0
-1077.4962214048492,0
-1077.4962210532772,0
-1077.4962064259782,0
-1077.4962262655108,0
-1077.4961990899862,0
-1077.4962294065417,0
-1077.4962235801959,0
-1077.4961763140125,1
-1077.4961629416387,0
-1077.4961764504171,0
6610.492554450848,1
-1077.4962260075754,0
-1077.4962648674714,0
-1077.4961957609025,0
-1077.4962425138813,0
-1077.496241042517,0
-1077.4962234892384,0
-1077.4962191645147,0
-1077.4961588736458,0
-1077.4961640118677,1
-1077.4962643198903,0
-1077.4961895393608,0
6220.493131725459,1
-1077.4962264109383,0
-1077.4961832866152,0
-1077.4962054357406,0
-1077.4962187146612,0
-1077.4961713013322,0
-1077.496161796125,0
-1077.4962300408065,0
-1077.4961569233942,1
-1077.496216871381,0
-1077.4961970974616,1
-1077.4962155461822,0
-1077.4961845320868,0
-1077.4962376023009,0
-1077.4961891736375,1
-1081.6346331996995,1
-1077.4962037023313,0
-1077.4961959530362,0
-1080.3890140645763,0
-1077.4962130605388,0
984.5009068624598,0
-1079.4651411139332,0
-1077.4962708267085,0
-1077.496128734301,1
-1077.4962365906556,0
-1077.496224665939,0
-1077.4962128397922,0
-1077.4961902419789,0
-1077.4962425111864,0
-1077.496181643155,0
-1077.4962109384235,0
-1077.496213376562,1
-1077.4961687364107,0
-1077.4961877783444,1
-1077.496130121445,0
-1077.4962621021093,0
-1077.496198102229,0
-1077.496164935275,0
-1077.4962181554438,0
-1080.7869228087818,1
-1077.4962184031212,0
-1077.49620989653,0
-1077.4962007823146,0
-1077.4962004278716,0
-1077.496255120669,0
-1077.4962164378626,0
-1077.4962405968786,0
-1077.496166093264,1
-1077.496213167433,0
-1080.5066436481561,0
-1077.4962182449524,0
-1077.4962350612254,0
-1077.4962109477628,0
-1077.4961971051466,0
-1077.4962357762963,0
-1077.4961711364263,1
-1077.4962177046104,0
-1077.4962122946142,0
-1077.4962686173735,0
-1077.496227537396,0
-1077.4962808552025,0
-1077.4962574587219,0
-1077.4961540871996,1
-1077.4962243000687,0
-1077.4961790958755,1
-1080.383823815501,0
-1077.4962341343457,0
-1077.4961894764836,0
-1077.4962328780987,0
-1077.4961796557243,0
-1077.496156243525,1
-1077.496153045873,0
-1077.49620571474,0
-1077.4961723339568,0
-1077.4961859005043,0
-1077.4962445884787,0
-1077.4961845132837,1
-1077.496178509602,0
-1077.4962278891398,0
-1077.4961933919994,1
-1077.4962325483057,0
-1077.4961889707045,0
-1077.4961476008561,1
-1077.4962363531372,0
-1077.4961778184468,0
2025.4994264224588,1
-1077.496222664824,0
-1077.4962080361825,1
-1077.4962039739003,0
-1077.4962251607076,0
2247.499042458353,0
-1077.496173054608,1
-1077.4962080189478,0
-1077.496213028947,0
-1077.4961800021279,1
-1077.4962611491055,0
-1077.4961881858726,0
-1077.49619468877,0
-1077.4962186175792,0
-1077.496212800272,0
-1077.496193231841,1
-1077.4962010755837,0
-1077.4962201532865,0
-1077.496156610301,0
-1077.4962342745753,0
-1077.4961798468878,0
-1077.4961945260445,0
-1077.4962339160925,0
-1077.4961572651132,0
-1077.4962236995993,0
-1077.4961799515122,0
-1077.4962247920384,0
1751.4997874803648,0
-1077.4962044317754,0
-1077.4962428077413,0
-1077.4962027667416,0
-1077.4962116748397,0
-1077.4962262844435,0
-1077.4962099702977,0
-1077.4962321264516,0
-1077.4961921157856,0
-1077.496197362538,0
-1077.4962277350128,0
-1077.4962077168109,0
-1077.496182461682,0
-1077.4961717030862,1
-1077.4961649373508,1
3709.496941487215,1
-1077.4962153647778,1
3572.4970821787833,0
-1077.4961737297474,0
-1077.4961523715974,1
-1077.496210573543,0
-1077.4962000834182,0
-1077.4961374785398,1
-1080.7868935529093,1
-1077.496162700708,1
-1077.4962377312327,0
-1080.5447678617245,0
-1077.4961992704734,0
-1077.4962110840668,0
-1081.6744450290792,1
-1077.496224251708,0
-1077.4961732589386,0
-1077.4961967310016,0
-1081.3683000888423,0
-1077.4961590085118,1
-1077.4962233574026,0
-1077.49620288391,0
-1077.4961303576517,1
-1077.4961827572833,0
-1077.496216589398,0
-1077.4961920530845,0
-1077.496167554898,1
-1077.4961495064617,1
-1077.4962169894493,0
-1077.4962089021694,0
-1077.4962269544342,0
-1077.4962314736101,0
-1080.7419798883718,0
-1077.4961998550868,0
-1077.496192599296,0
-1077.49618870909,0
13946.481600373516,1
13946.481633915195,1
-1077.4961701267434,0
-1077.4961925256296,1
-1077.4961927130191,0
-1077.49618909992,0
-1077.4962074060156,0
-1077.496185682508,1
-1077.496210377186,0
-1077.4962234543152,0
-1077.4962059904074,0
-1077.4962475597536,0
-1077.4961899592422,0
-1077.496196748593,0
-1077.4962165502484,0
-1077.4962089457385,1
-1077.4961931928103,0
-1077.4962342147767,0
-1077.4961837202088,0
-1077.4961986478572,0
-1077.4962185285467,0
-1077.4962284268881,0
13946.481582323997,1
-1077.4962264452815,0
-1077.496230591779,0
-1077.496224560754,0
-1077.4962508011495,0
-1077.4961802364612,0
-1077.496150366943,1
-1077.4962223829134,0
-1077.4961769204497,1
-1077.4961565609285,1
-1077.4962202637787,0
-1077.496170120572,0
-1077.4962283425723,0
-1077.4962321005062,0
-1081.4029270329684,0
-1077.4962010979473,0
-1077.4962183950377,0
-1077.4962227368537,0
13946.481615180011,1
-1077.4962099924326,0
-1080.9166596039513,1
-1080.388983467223,0
-1077.496156423927,1
-1077.49613619318,0
-1077.4961564198832,1
-1077.496236124326,0
-1077.496194610589,0
-1077.4961982161226,0
-1077.4962446652783,0
-1077.4962070144952,0
-1081.5654684161898,0
-1077.4962232964635,0
-1077.4962470966288,0
-1077.4962067440385,0
98921.35422535041,1
-1080.9166707130912,1
-1077.4961299852275,1
6610.492548364526,1
-1077.496246475248,0
-1077.4961920312323,0
-1077.4961350013464,1
-1077.4962307241597,0
13946.48160393969,1
-1077.4962353950302,0
1751.499814852414,0
-1077.4961383493765,0
1276.5005092976887,0
-1077.4962724245772,0
-1077.4961932795902,0
-1077.4961940024666,0
-1077.496225377019,0
-1077.496220139624,1
-1077.496199720283,0
-1077.49623023919,0
-1080.916650824806,1
-1077.4962013761597,0
-1077.4961823336894,0
-1077.4962096312083,0
-1077.4961649562135,1
-1077.496227646189,0
-1077.496220552928,0
-1077.496196152375,0
9442.488300453067,1
-1077.4961542988156,1
-1077.4961860319181,0
-1077.496193916439,0
-1080.9167177388836,1
-1077.4962167309209,0
-1077.4962334902955,0
-1077.496181873405,1
-1077.4962078538235,0
-1077.4961942636232,0
-1080.9166831127206,1
-1077.496163322475,1
-1077.4962041473973,0
-1077.4962360497846,0
-1077.4961962661077,0
-1077.4961858721176,0
-1077.496177552701,0
-1077.4962074513357,0
-1077.496213140182,0
-1077.4961400646848,1
-1077.4961516785486,1
-1077.4961964805573,1
6220.493124304287,1
-1077.496173264276,1
-1077.4962133070544,0
-1077.4961943126154,0
-1077.4961689258607,1
-1077.4961674151884,0
-1077.4962342714773,0
-1077.4962140772416,0
-1077.4961800335202,1
-1077.4961528000304,1
-1077.4962321816492,0
-1077.4961760202443,1
-1077.4961707445916,1
-1077.4961531002798,1
-1077.4962095101869,0
-1077.4962257079076,0
-1077.4961452008065,0
-1077.4962027331728,0
-1077.496215622548,0
-1077.4961923100393,0
98921.35420147736,1
-1077.4961669878658,1
-1077.4962289024481,0
-1077.4961910135219,0
-1077.4962274312868,0
-1077.4962110425868,1
-1077.4962328808997,0
-1077.4961996835793,0
-1077.4962156237932,0
-1077.4961681463553,1
-1077.4961607853945,1
-1077.4961693446942,0
-1077.4961870165575,0
-1077.496197590699,0
-1077.4961830644015,0
-1077.4962063291475,1
-1077.4962438023683,0
1886.4996313189017,0
-1077.4962267300216,0
-1077.4962304479056,0
-1077.4962197988873,0
-1077.4962629237978,0
-1077.4961785585765,0
-1077.4962096273769,1
-1077.4961765302064,1
-1077.496200609178,0
-1077.4962417894264,0
-1077.4962235441894,0
-1077.4961860220144,0
-1077.4961429396833,1
-1077.4962542214896,0
-1080.9166667275333,1
-1077.496197793578,0
-1077.4962203535156,0
-1077.4962121271703,0
-1077.496190269434,0
-1077.4962366393295,0
-1081.674461432033,1
-1077.4962045667999,0
-1077.4962291318723,0
-1077.496192441999,0
-1077.4961710164307,1
-1077.4961392606167,1
-1077.4961685941416,1
-1077.4962080665202,0
-1077.4961388092884,1
-1080.9599490855142,0
-1077.4962216276247,0
-1077.4961601176512,0
13946.48161826875,1
-1080.7868841747518,1
-1077.4962017330192,0
2386.4988830314683,0
-1077.4962234386992,0
-1077.4962325239715,0
-1077.496170388121,1
-1077.4961732477836,0
-1077.4962453488583,0
-1077.4962029901076,0
-1077.4962318123037,0
-1077.496239771599,0
-1077.4962133492356,0
-1077.4962148319994,0
-1077.496169765825,0
-1077.496228829304,0
-1077.4962186507678,0
-1077.4962080363653,0
-1077.4962260164666,0
-1077.4962440231343,0
-1077.4961744027978,0
2025.4994092370941,1
-1077.4961988367406,0
18973.47405122102,1
-1077.4961558350915,0
-1080.7609614295643,1
-1077.496203596988,0
-1077.4962441507198,0
-1077.496174144603,1
-1077.4962121681338,0
-1077.4961913971167,1
-1077.4961849342033,0
-1077.4961592940397,1
-1080.3838387735548,0
-1077.4962252690648,0
4377.495898191171,0
-1080.6934966691942,1
-1077.4962288506008,0
-1077.4962039537709,1
-1077.4962182383863,0
-1077.4961780508222,0
-1077.4961616653911,1
-1077.4961825484602,0
-1077.496203863852,1
-1077.4961828612934,1
-1077.4962294339778,0
-1077.4962331533077,0
-1077.4961653801233,1
-1077.4962335606924,0
-1077.4962032125927,1
6610.492592214884,1
-1077.4961857353471,0
-1077.4961734319759,0
-1077.496210296819,0
-1077.4961850756365,1
-1077.4961781515087,0
-1077.4962131374916,0
-1077.4961606598815,1
-1077.4961963607773,0
-1077.4962295750854,0
-1077.496171991911,0
-1077.4962520940412,0
-1077.4962762829523,0
-1077.496170650204,0
-1077.4961884279094,0
-1077.4962056908098,0
-1077.4962287992614,1
-1077.4962377454235,0
-1077.4961406996094,1
-1077.4962000087637,0
-1077.496210495882,0
-1077.4962087112233,0
-1077.4962131678437,0
-1077.4961740776648,1
-1077.4962261006708,0
-1077.4962378352643,0
-1077.4962007931472,0
-1077.4962117246416,0
-1077.496217835183,0
-1077.4961663054216,0
-1077.496214796086,0
-1077.4961719581606,0
-1077.496215626797,0
-1077.4961987712459,0
-1077.4962051991545,0
-1077.4961853035538,0
-1077.4962195561654,0
-1077.4961453423898,0
-1077.4962036829077,0
-1077.4962003967862,0
-1077.4962196753324,0
-1077.496204982029,0
-1077.4961990954791,0
6610.492554764481,1
-1077.4961889002923,0
-1080.2471777867415,0
-1077.4962058196877,0
-1077.4961773140365,1
-1077.4961968791167,0
-1077.4961945378561,0
-1077.4961564315736,0
-1077.4962175544465,0
-1080.2471472500197,0
-1077.496192576559,0
-1077.4961496975925,1
-1077.4961668201508,0
-1077.4962255915289,0
-1077.4962269116252,0
-1077.4962214944087,0
-1077.4962056422166,1
-1077.4962310182134,0
-1077.4962021878912,0
-1077.4962189132148,1
-1077.496154112584,1
-1077.4961923784172,0
-1077.4962238088192,0
-1077.4962261645865,0
-1077.4961780086173,0
-1077.4962114825987,0
-1081.2661453063251,0
-1077.4962384093387,0
-1077.4962291654736,0
-1077.496211595823,0
-1077.496252206701,0
-1077.4962143922287,0
-1077.4961764521843,1
-1077.4962248867691,0
-1080.470363616842,0
-1077.49621619265,0
6610.492556297238,1
-1077.4962557768445,0
-1077.496193016988,0
-1077.4962153411943,0
2247.4990489420247,0
-1077.4962058428944,1
-1077.4961815419176,1
-1077.496154358011,1
-1077.496243719002,0
-1077.4962561249324,0
-1077.4961983169999,0
-1077.4962423631032,0
-1077.4961589356785,1
-1077.4962176674494,0
3935.4965795833223,0
98921.35423698786,1
-1077.4961734445492,0
-1077.4961411489041,0
-1077.4962270062947,0
-1077.496237032986,0
-1077.496215663091,0
-1077.4962093868703,0
-1077.4962006135438,0
-1077.4962154294258,0
-1077.4961749541762,0
-1077.496187211982,0
-1077.496224802687,0
-1077.4962509863929,0
-1077.4961781632344,1
-1077.496178208864,1
-1077.4961907730049,0
13946.481563685156,1
-1077.496219250802,0
2386.498851258568,0
-1077.4962147039237,1
-1077.496162273806,1
13946.481641649261,1
13942.481613965558,1
-1077.4962469699747,0
-1077.496163307164,0
-1077.4961912480246,0
-1077.496247513867,0
-1077.496139071224,1
-1077.496172203716,0
-1077.496208325121,0
-1077.4961679489218,1
-1077.4961756428936,0
-1077.4961962019681,0
-1077.4961880967644,1
-1077.4962019644063,0
-1077.4962300973848,0
-1077.4962422678918,0
-1077.4961832204137,0
-1077.4961983299556,0
-1077.4961815500008,1
-1077.4961827844422,1
-1077.4962299254482,0
-1077.4961622831072,1
-1077.4962274843174,0
1807.4997152210387,0
6220.493168862221,1
-1077.4961816439516,0
-1077.4961782491146,0
-1077.496208582075,0
-1077.4962404230218,0
6610.49258634649,1
-1077.4962032453923,0
-1077.4962154930681,0
-1077.4962229603525,0
-1077.4962088420016,0
2247.4990892724086,0
-1077.4962477778763,0
-1077.4962269915568,0
-1077.496169068362,0
-1077.4961528130732,0
-1077.4961663079205,0
-1077.4962287627475,0
-1077.4961529179905,1
-1077.496275417398,0
-1077.4962093690235,0
-1077.4962030074805,0
-1077.4962047620386,0
-1077.4961937962075,1
-1077.4962079614272,0
-1077.4961874908963,0
-1077.4961833111772,1
-1077.4961740807428,0
-1077.4962045094378,0
-1077.4962295911798,0
-1077.4961913392417,1
-1077.496244302771,0
-1077.496144509699,0
-1077.4961711817589,1
-1077.4962602203268,0
-1077.4961934807143,0
13946.481587608576,1
-1077.4961827414986,0
-1077.4961884975799,0
6610.492572033072,1
-1077.4962088855223,0
-1077.496257436311,0
-1077.4961687130717,0
-1077.4962122187026,0
-1077.4962415175914,0
-1077.4962365323727,0
-1077.496177829549,0
-1077.496230983763,0
-1077.4962078813567,1
-1077.4962483747254,0
-1077.4962072989438,0
-1077.4962539416151,0
6220.493156142286,1
-1077.4961908067432,0
-1077.4961539894857,1
-1077.4962236849058,0
-1077.4961899591262,1
-1077.4961679545104,0
-1077.4961968820842,0
-1077.4962043151195,0
-1077.496198686689,0
-1077.4962456045146,0
-1077.496169550155,0
-1077.496191355285,1
-1077.4962483870388,0
3308.4974838712683,1
-1077.4961922066577,1
-1077.4961712099264,0
6220.493159411798,1
-1077.4962660787955,0
-1077.4962277274785,0
-1077.4961644050502,0
-1077.4962192233936,0
-1077.4961557347526,1
-1077.4962238370813,0
-1077.4962179467493,0
-1080.3838143915575,0
-1077.4961916903171,1
346.5018795038819,0
-1077.4962188640632,0
-1077.4961937907353,0
-1077.4962341802295,1
-1077.496197302141,1
-1077.4962277199998,0
-1077.4962671432752,0
-1077.4961820930748,1
-1077.4962120200764,0
3935.49657028461,0
-1077.4961655937668,0
-1077.4961954153453,0
4100.496337589906,1
-1078.5775582671793,0
-1077.4961935527713,0
-1077.4961564105852,0
-1077.49621627043,0
-1077.4961889986912,0
-1077.4961922000703,0
-1077.496246525072,0
-1077.4962012630376,0
-1077.496225949031,0
-1077.496233228907,0
-1077.4962120891862,1
-1077.4962093611825,0
-1077.496156175647,1
-1077.4962394896934,0
-1077.4961921946986,1
-1077.4961595748855,1
-1077.4962011708537,0
-1077.4962184283447,0
-1077.4961810189404,0
-1077.4961939138943,0
13946.481587036651,1
-1077.4962496436574,0
-1077.4962004163442,0
-1077.4962217701934,0
-1077.4962175447113,0
-1077.4962666637223,0
-1077.4962083715063,0
-1077.4961797534625,1
-1077.496229565523,0
-1077.4962351080826,0
-1077.4961876110522,0
-1077.4962388494089,0
-1077.4962385459182,0
-1077.4961315473915,1
-1077.4961980048836,0
-1077.4961789513727,1
-1077.496196422611,1
-1077.4961627785328,1
-1077.4961701452992,0
-1077.496183991134,0
-1080.786946123815,1
-1077.4961889191727,0
-1077.4962167625963,0
-1077.496256178716,0
-1077.496202631594,0
-1077.4962170321887,0
-1077.496200467982,0
-1077.4961938828646,0
-1077.4962222878723,0
-1080.9166588921419,1
-1077.4962199180761,0
-1077.4961987331278,0
-1077.496262927343,0
2195.4991346703505,0
-1077.4961785801265,0
-1077.4961871846951,0
9442.48834107231,1
-1077.4962032983492,0
13946.481573172148,1
-1077.496207960296,0
-1077.4962025951024,0
-1077.496161215698,0
-1077.496214378218,0
-1077.4961937222588,0
-1077.4961886244178,0
-1077.4962077827695,1
-1077.4962322921458,0
-1077.4962401949554,0
-1077.4961775342335,0
-22.497623847113513,0
-1077.4962598574996,0
-1081.6086764802233,1
-1080.7869416486994,1
-1077.4962673902946,0
6610.492619567433,1
-1077.4961008013727,1
-1077.4962110678896,0
-1077.4961842262069,1
-1077.4962038910814,0
-1077.4962156262081,0
-1080.7609903206796,1
-1077.4961601675564,1
-1077.4962314923114,0
-1077.49622559672,0
-1077.4962040483726,0
-1077.4962027707584,0
-1077.4962234252932,0
-1077.4962150666634,0
-1077.4962104296255,0
-1077.496280536196,0
20962.47106830838,0
6610.492560512427,1
-1077.496202767961,1
-1077.496248946861,0
-1077.496227868173,0
-1077.4962306675698,0
-1077.4961913825953,1
-1077.4962160780942,0
-1077.496184277106,0
-1081.634654290178,1
-1077.4962148937404,0
-1077.4962034369748,0
-22.497639601032716,0
-1077.496199840587,0
-1077.4962023014732,0
-1077.4962456553105,0
-1077.4962286005268,0
-1077.4961886831716,0
-1077.496190283939,0
6610.492586914525,1
-1077.496213560542,0
-1077.4962029338365,0
-1077.496217528259,0
-1077.4961942811778,0
-1077.4961977884768,0
-1077.4962364562125,0
-1077.4962119288084,0
-1077.496202447569,0
-1077.4961746274457,0
-1077.4962130027468,0
2059.499308640365,0
-1077.4961928213709,0
-1077.4961585447213,0
-1077.496207788311,0
-1077.4961687303528,0
-1077.4962155987412,0
-1080.065480269612,0
-1077.496186316565,0
-1077.4961830958925,0
-1077.496225604113,0
-1077.4962407188177,0
-1077.4962130793015,0
-1077.496247355881,0
-1077.4962067047707,0
-1077.4962154977995,0
-1077.4962308733748,0
-1080.693495955124,1
-1077.496160883466,0
-1077.4962104102374,0
-1077.4962019544985,0
-1077.4961957423445,0
-1077.4962356250196,0
-22.497593877403844,0
-1077.4962116498943,0
-1077.4961641851817,0
-1077.4961951722048,0
-1077.4962329183338,0
-1077.4962369260525,0
13946.481604734454,1
6610.492585737948,1
-1077.4962131492568,0
-1077.4962029647584,1
-1080.7868868060048,1
-1077.496200963839,0
6610.492563179884,1
-1077.4962369852974,0
-1077.496213782007,1
-1077.496172666897,0
-1077.4961962906893,0
-1077.4962109868982,0
-1077.496212374984,1
-1077.4961285448016,1
-1077.4961905933947,1
-1077.4961504717005,1
-1077.8647089625592,0
-1077.4962402212877,0
-1077.496188980799,0
-1077.4961882910432,0
-1077.4961898462482,0
-1077.496154781556,0
6610.492578814941,1
-1077.4961785659589,1
-1077.4962627302093,0
-1077.4962039472957,0
-1077.4961629607926,1
-1077.4961758817399,0
-1077.4962644818067,0
-1077.4961818383488,0
-1077.4962320356522,0
-1077.4961896963528,0
-1077.4962108074149,0
-1077.4961900281821,0
-1077.4961935077201,0
-1077.496229478531,0
-1077.496257952451,0
-1077.4962050366253,0
-1077.496186831483,0
-1077.4962132746857,0
-1080.3890271308767,0
-1077.4961972413923,1
-1077.4962148009686,0
-1077.4961998691047,0
-1077.4962114956336,0
-1077.4962554202677,0
-1080.3129039109563,0
-1077.4961800561928,1
2247.4990613078335,0
-1077.4961635795848,1
-1077.4962109008504,0
-1077.4962302616607,0
-1077.4962092861597,0
-1077.4961692783577,0
-1077.4962147034437,0
-1077.496241623093,0
6220.49313998623,1
-1077.4962104443484,0
-1080.506653215554,0
3338.497409404663,0
-1077.496176053516,0
-1077.4962211909917,0
-1077.4962132790827,0
-1077.4961821930997,1
-1077.4962431692084,0
-1077.496161687929,1
-1077.4961930331237,0
-1077.496242546881,0
-1077.4962234237844,0
-1077.4961969007304,0
-1077.496160599777,1
-1077.4962012851631,1
-1077.4961762482283,1
-1080.9166598122094,1
-1077.496224214461,0
-1077.4961970086351,1
-1077.496199792098,1
-1077.4962372347763,0
-1077.4962291991824,0
-1077.4962122989864,0
-1077.4961964373713,0
4100.496295647443,1
-1077.4961723980725,1
-1077.496247063279,0
-1077.496215577324,0
2830.4981750365505,0
-1077.496254211301,0
-1077.4962162380684,0
-1077.4962187383303,0
-1077.496193212394,1
-1077.4962089985656,0
-1077.496213604002,0
-1077.49623013381,0
-1077.4962289125417,0
-1077.4962213996555,0
-1077.496227511969,0
-1077.496188226016,0
-1077.496194163687,0
-1077.4961186881624,1
-1077.4962142216966,0
-1077.4962049273718,0
-1077.4961963981389,0
-1077.4962031793546,0
-1077.496157088156,1
-1080.7419897016166,0
-1077.4962039296515,0
-1077.4961870553173,0
6220.493130379794,1
-1077.4962182041386,0
13946.481603986651,1
-1077.4961539346011,0
-1077.4962372738219,0
-1077.4962227767423,1
-1077.4962179389,0
-1077.4961870125117,0
-1077.496205679687,0
-1077.4962151607172,0
-1077.4961769128925,0
-1077.4962317803136,0
-1077.496200190874,0
-1077.4962040214643,0
-1077.4961629057523,0
-1077.4962105139568,0
13946.481593830513,1
-1077.4962259097094,0
-1077.4961988682971,0
-1080.6381128099013,0
-1077.4961759194655,0
-1077.4961864751224,1
-1077.496196293162,0
-1077.4962335263363,0
-1077.4962061933738,0
-1077.4961844603824,0
-1077.4961923966544,0
-1077.4962314562138,0
-1080.7609607441061,1
-1077.496214792981,0
-1077.4961803756416,1
-1077.4961687213333,1
-1077.4961672931138,0
-1077.4961989494175,0
-1077.49616784022,0
-1077.4962448284457,0
2247.499046049823,0
-1077.49620387766,1
-1077.496219874397,0
-1077.4961606230775,0
-1077.4962584750108,0
-1077.4962219383087,0
-1077.496200221684,0
-1077.496253325108,0
-1077.496216230542,0
-1077.49623896066,0
-1077.496260488282,0
-1077.4962307609624,0
-1077.496160827076,1
-1077.4961998266597,0
-1077.496151173881,0
-1077.4962047016604,1
-1077.4961755962215,0
-1077.4962012354545,0
-1077.4962147654667,1
-1077.4962028946077,0
-1077.4961960773728,0
-483.49694253642826,0
-1077.4961759867658,0
-1077.4961396024942,1
-1077.4961886739645,0
